"","locationID","Longitude","Latitude"
"NH15","NH15","-71.2333","43.3867"
"BML","BML","-71.1758","44.5753"
"NH67","NH67","-71.0094","42.9783"
"2N2","2N2","-71.7514","43.5919"
"NH16","NH16","-71.7075","42.7417"
"NH18","NH18","-71.1511","43.7333"
"N12","N12","-74.1778","40.0667"
"NJ79","NJ79","-74.9094","40.3514"
"N07","N07","-74.3144","40.9475"
"LDJ","LDJ","-74.2447","40.6175"
"0NJ6","0NJ6","-74.6331","39.3167"
"N14","N14","-74.8072","39.9342"
"47N","47N","-74.5983","40.5244"
"89NJ","89NJ","-74.7236","39.4892"
"NJ95","NJ95","-75.0725","40.5556"
"MIV","MIV","-75.0722","39.3678"
"MMU","MMU","-74.415","40.7994"
"VAY","VAY","-74.8458","39.9428"
"EWR","EWR","-74.1686","40.6925"
"3N5","3N5","-74.7586","41.0272"
"26N","26N","-74.6075","39.2633"
"3N6","3N6","-74.3467","40.33"
"2NJ1","2NJ1","-75.0664","40.6333"
"8B2","8B2","-71.5467","44.2642"
"NH39","NH39","-72.4297","43.0333"
"NH96","NH96","-71.9047","43.8733"
"NH69","NH69","-71.1869","43.8306"
"2NH5","2NH5","-72.4017","42.9903"
"HIE","HIE","-71.5444","44.3675"
"23NH","23NH","-72.015","43.1303"
"NH31","NH31","-71.1494","43.65"
"NH49","NH49","-71.6794","43.9703"
"JY24","JY24","-74.8706","40.9236"
"NJ02","NJ02","-75.3044","39.5417"
"12N","12N","-74.7381","41.0086"
"13N","13N","-74.7803","40.9667"
"70NJ","70NJ","-75.0247","40.6769"
"ACY","ACY","-74.5772","39.4575"
"BLM","BLM","-74.125","40.1869"
"NJ09","NJ09","-75.0706","40.7917"
"19N","19N","-74.9478","39.7783"
"1N7","1N7","-74.9975","40.9711"
"6NJ9","6NJ9","-75.3747","39.7917"
"00N","00N","-75.1853","39.4731"
"NJ84","NJ84","-75.3967","39.4331"
"N50","N50","-75.2372","39.4083"
"JY31","JY31","-75.3133","39.4467"
"NJ24","NJ24","-74.4","39.7133"
"CDW","CDW","-74.2814","40.8753"
"7NJ2","7NJ2","-75.4053","39.4814"
"7NJ9","7NJ9","-75.2064","39.3181"
"NJ20","NJ20","-74.4247","39.8125"
"NJ25","NJ25","-75.2292","39.7892"
"46NJ","46NJ","-74.4553","40.1528"
"17N","17N","-75.0331","39.7056"
"7NJ7","7NJ7","-75.2186","39.5606"
"04NJ","04NJ","-75.2336","39.5967"
"NJ46","NJ46","-74.3886","40.2764"
"9NJ6","9NJ6","-75.2683","39.3664"
"NJ50","NJ50","-74.9619","40.4806"
"NJ60","NJ60","-74.2672","40.1869"
"NJ59","NJ59","-74.2789","40.1828"
"NJ63","NJ63","-75.0506","40.4678"
"NJ61","NJ61","-75.0164","40.55"
"61NJ","61NJ","-75.1433","39.6914"
"NJ65","NJ65","-74.9297","40.8533"
"JY04","JY04","-74.9097","39.065"
"N05","N05","-74.8553","40.82"
"67NJ","67NJ","-75.0669","40.9697"
"N81","N81","-74.7578","39.6675"
"NJ69","NJ69","-74.8025","39.6583"
"9NJ5","9NJ5","-75.2525","39.68"
"NJ72","NJ72","-74.1811","40.3511"
"9NJ8","9NJ8","-74.9997","40.8958"
"2N6","2N6","-74.6928","40.0264"
"92NJ","92NJ","-75.0025","40.4683"
"NEL","NEL","-74.3522","40.035"
"29N","29N","-75.0464","39.5239"
"28N","28N","-74.9664","39.5375"
"6NJ1","6NJ1","-74.9569","40.7403"
"31E","31E","-74.3081","39.6653"
"4N1","4N1","-74.3467","41.1283"
"JY43","JY43","-74.3386","41.0833"
"WWD","WWD","-74.9083","39.0086"
"C01","C01","-75.0144","39.6556"
"OBI","OBI","-74.7947","39.2192"
"JY08","JY08","-75.2842","39.65"
"WRI","WRI","-74.5917","40.0156"
"50NM","50NM","-106.4881","36.3028"
"3N9","3N9","-107.4956","34.3628"
"ALM","ALM","-105.9906","32.84"
"HMN","HMN","-106.1086","32.8519"
"52NM","52NM","-105.6864","32.6339"
"NM10","NM10","-103.8131","35.8792"
"ABQ","ABQ","-106.6092","35.0403"
"AEG","AEG","-106.7953","35.1453"
"NM61","NM61","-106.1472","35.1167"
"AXX","AXX","-105.29","36.4219"
"NM64","NM64","-108.8625","31.4586"
"NM76","NM76","-104.9189","35.2608"
"13Q","13Q","-108.6781","34.0033"
"NM47","NM47","-104.3814","32.78"
"ATS","ATS","-104.4678","32.8525"
"N19","N19","-108.0283","36.8347"
"E80","E80","-106.8336","34.6453"
"55NM","55NM","-106.6131","34.4833"
"NM33","NM33","-104.0839","35.5475"
"NM32","NM32","-104.0611","35.7078"
"NM30","NM30","-103.0672","34.875"
"NM88","NM88","-106.76","34.5433"
"4AZ2","4AZ2","-105.3839","33.7019"
"NM84","NM84","-105.3756","33.5444"
"CNM","CNM","-104.2633","32.3375"
"62NM","62NM","-104.4264","32.5986"
"F37","F37","-105.8956","33.6489"
"NM16","NM16","-106.5672","36.8667"
"NM24","NM24","-106.5603","36.9217"
"NM51","NM51","-107.6619","33.3283"
"57NM","57NM","-106.1192","34.0886"
"7N7","7N7","-75.3978","39.7356"
"3NJ1","3NJ1","-74.6928","39.9819"
"2NJ3","2NJ3","-74.8544","40.3403"
"2NJ5","2NJ5","-75.1861","40.6519"
"2NJ6","2NJ6","-75.1594","40.7736"
"23NJ","23NJ","-75.0931","39.5047"
"N85","N85","-75.0194","40.5875"
"N40","N40","-74.9786","40.5664"
"8NJ0","8NJ0","-74.5092","39.5178"
"39N","39N","-74.6589","40.3992"
"3NJ6","3NJ6","-74.8431","40.015"
"N51","N51","-74.7364","40.5831"
"N87","N87","-74.6017","40.2139"
"4NJ0","4NJ0","-75.0178","40.4492"
"JY39","JY39","-75.4653","39.6611"
"NJ74","NJ74","-75.4497","39.5625"
"62NJ","62NJ","-74.8083","40.8083"
"NJ06","NJ06","-75.2733","39.4575"
"JY17","JY17","-75.2775","39.4722"
"4NJ8","4NJ8","-74.7331","40.6"
"SMQ","SMQ","-74.6703","40.6261"
"5NJ2","5NJ2","-74.8414","40.5917"
"FWN","FWN","-74.6231","41.2003"
"TEB","TEB","-74.0608","40.85"
"MJX","MJX","-74.2925","39.9275"
"TTN","TTN","-74.8133","40.2767"
"3NJ9","3NJ9","-74.7708","39.9411"
"N73","N73","-74.7494","39.9042"
"CVN","CVN","-103.0792","34.425"
"59NM","59NM","-103.4644","34.5472"
"0NM0","0NM0","-107.6269","31.8236"
"12NM","12NM","-107.6381","31.7917"
"NM09","NM09","-107.6358","31.8672"
"NM78","NM78","-107.6456","31.8778"
"E89","E89","-104.1817","35.3644"
"NM25","NM25","-105.6714","34.1242"
"NM74","NM74","-107.5631","35.0875"
"DMN","DMN","-107.7206","32.2622"
"NM26","NM26","-107.8228","32.1"
"NM08","NM08","-107.4039","32.2625"
"24N","24N","-106.8842","36.8286"
"1N1","1N1","-106.1672","35.0944"
"NM48","NM48","-106.495","36.7306"
"E14","E14","-106.0456","36.0261"
"E92","E92","-106.0414","34.7633"
"NM39","NM39","-108.3114","36.6328"
"FMN","FMN","-108.23","36.7411"
"NM04","NM04","-108.0839","36.6778"
"CAO","CAO","-103.15","36.4461"
"NM42","NM42","-103.1478","34.4158"
"CVS","CVS","-103.3222","34.3828"
"NM89","NM89","-106.5211","34.7758"
"E98","E98","-106.7453","34.7597"
"E06","E06","-103.4089","32.9539"
"N29","N29","-107.2978","34.0944"
"NM01","NM01","-107.2975","34.0975"
"NM73","NM73","-103.8561","34.7722"
"NM69","NM69","-107.94","32.8142"
"NM02","NM02","-106.1672","34.9222"
"M10","M10","-106.2239","34.5333"
"NM52","NM52","-103.2872","35.5747"
"1V0","1V0","-107.6514","36.8083"
"NM79","NM79","-106.6797","32.4431"
"80E","80E","-106.1839","33.4944"
"81NM","81NM","-105.1797","33.345"
"82NM","82NM","-105.1339","33.17"
"NM41","NM41","-108.0964","34.0611"
"84NM","84NM","-108.1622","34.3533"
"NM66","NM66","-108.0769","34.4153"
"NM86","NM86","-108.5367","31.9367"
"PRZ","PRZ","-103.4103","34.1456"
"NM80","NM80","-108.5144","34.3403"
"N24","N24","-105.5975","36.8003"
"NM56","NM56","-108.4589","35.1653"
"NM67","NM67","-104.4478","36.8569"
"RTN","RTN","-104.5022","36.7417"
"0NM7","0NM7","-108.5428","33.5208"
"T16","T16","-108.8494","33.6942"
"NM90","NM90","-109.0256","31.9031"
"NM70","NM70","-109.0417","31.95"
"NM29","NM29","-103.4367","35.8342"
"NM20","NM20","-104.4425","33.2519"
"NM87","NM87","-104.4706","33.2383"
"ROW","ROW","-104.5306","33.3017"
"NM92","NM92","-105.6114","35.2958"
"NM15","NM15","-103.8875","36.0461"
"NM17","NM17","-104.1839","35.9306"
"SRR","SRR","-105.5347","33.4628"
"SAF","SAF","-106.0894","35.6172"
"SXU","SXU","-104.6425","34.9356"
"5T6","5T6","-106.7047","31.8811"
"5V5","5V5","-108.7011","36.6978"
"13NM","13NM","-108.1394","33.4194"
"SVC","SVC","-108.1564","32.6367"
"1NM0","1NM0","-108.0256","33.2119"
"NM91","NM91","-108.7903","34.6222"
"65NM","65NM","-103.6097","34.7267"
"NM38","NM38","-104.4272","34.1172"
"FSU","FSU","-104.2172","34.4833"
"GUP","GUP","-108.7894","35.5111"
"NM27","NM27","-108.8614","36.4225"
"E94","E94","-108.8672","33.3528"
"NM55","NM55","-108.8636","33.3628"
"GNT","GNT","-107.9019","35.1672"
"E05","E05","-107.1981","32.6611"
"NM83","NM83","-103.2089","32.7667"
"HOB","HOB","-103.2169","32.6875"
"68NM","68NM","-105.1269","33.0286"
"NM68","NM68","-108.3433","33.805"
"E26","E26","-103.1547","32.1311"
"NM44","NM44","-104.1156","34.0172"
"72NM","72NM","-105.9631","32.9583"
"NM14","NM14","-107.295","32.3111"
"NM13","NM13","-107.1922","32.2472"
"LRU","LRU","-106.9219","32.2894"
"LVS","LVS","-105.1425","35.6542"
"NM53","NM53","-104.5817","35.5128"
"E32","E32","-107.0561","36.2914"
"LSB","LSB","-108.6917","32.3333"
"LAM","LAM","-106.2694","35.8797"
"ONM","ONM","-106.9031","34.0225"
"95E","95E","-106.645","33.8189"
"S42","S42","-104.6197","36.3269"
"NM63","NM63","-106.0119","35.1658"
"NM21","NM21","-105.8697","35.175"
"SKX","SKX","-105.6725","36.4581"
"NM18","NM18","-103.2769","33.2611"
"NM71","NM71","-106.0261","33.3328"
"NM37","NM37","-107.9","33.5764"
"TCS","TCS","-107.2717","33.2369"
"TCC","TCC","-103.6031","35.1828"
"NM28","NM28","-106.0253","33.0569"
"N17","N17","-105.1919","34.6044"
"98NM","98NM","-104.7181","36.0767"
"WSD","WSD","-106.4028","32.3414"
"NM49","NM49","-106.0753","34.5814"
"ZUN","ZUN","-108.7917","35.0833"
"L92","L92","-115.1944","37.3625"
"9U3","9U3","-117.1953","39.4681"
"NV35","NV35","-117.7506","39.5444"
"NV02","NV02","-117.4217","39.0667"
"BAM","BAM","-116.8744","40.5992"
"NV64","NV64","-117.3919","40.0083"
"94E","94E","-108.2083","32.7619"
"NFL","NFL","-118.7011","39.4167"
"1NV1","1NV1","-118.8367","39.4153"
"N58","N58","-119.2414","39.5597"
"GAB","GAB","-117.9589","38.9242"
"NV55","NV55","-119.6494","38.8989"
"NV06","NV06","-119.1692","41.3828"
"NV05","NV05","-119.1386","41.1236"
"0L4","0L4","-117.1908","37.4858"
"HTH","HTH","-118.6342","38.5444"
"NV26","NV26","-115.0689","36.0792"
"INS","INS","-115.6733","36.5872"
"06U","06U","-114.6581","41.9761"
"NV42","NV42","-115.6314","35.7758"
"0L7","0L7","-115.3297","35.7683"
"N15","N15","-117.0644","39.2031"
"HND","HND","-115.1344","35.9728"
"LAS","LAS","-115.1522","36.08"
"LSV","LSV","-115.0342","36.2361"
"VGT","VGT","-115.1944","36.2106"
"NV17","NV17","-119.8131","39.6733"
"LOL","LOL","-118.5653","40.0664"
"DRA","DRA","-116.0328","36.6194"
"L23","L23","-116.3133","37.1028"
"NV11","NV11","-116.0378","36.9458"
"67L","67L","-114.0558","36.8331"
"3Q0","3Q0","-118.1008","38.3833"
"MEV","MEV","-119.7519","39.0008"
"NV14","NV14","-114.23","41.3556"
"NV67","NV67","-114.1136","41.1158"
"NV08","NV08","-116.2161","41.7381"
"08U","08U","-115.8597","41.5158"
"NV68","NV68","-117.8094","41.5658"
"0L9","0L9","-114.4639","36.3111"
"U08","U08","-114.4433","36.5681"
"10U","10U","-116.1875","41.9533"
"NV98","NV98","-115.8997","36.1503"
"NV74","NV74","-115.995","36.2711"
"NV00","NV00","-115.9925","36.2556"
"1L1","1L1","-114.4217","37.7875"
"NV09","NV09","-119.8994","39.7244"
"RTS","RTS","-119.8764","39.6681"
"RNO","RNO","-119.7681","39.4992"
"N86","N86","-119.7233","39.6667"
"NV31","NV31","-117.0311","38.8058"
"NV83","NV83","-117.1467","38.6942"
"NV56","NV56","-117.175","38.7994"
"BTY","BTY","-116.7869","36.8611"
"BVU","BVU","-114.8611","35.9475"
"1L4","1L4","-114.8828","35.3056"
"NV13","NV13","-119.8283","39.2828"
"CXP","CXP","-119.7344","39.1922"
"U74","U74","-116.5636","40.4158"
"9U7","9U7","-115.4803","38.7361"
"A34","A34","-119.5556","39.2383"
"NV04","NV04","-115.25","41.3164"
"E85","E85","-118.6311","41.9542"
"01U","01U","-115.6336","38.8517"
"NV27","NV27","-118.0842","37.7167"
"2Q9","2Q9","-118.0064","37.6097"
"EKO","EKO","-115.7917","40.825"
"NV22","NV22","-115.8967","40.3128"
"ELY","ELY","-114.8419","39.2997"
"7CL8","7CL8","-114.6322","38.6642"
"1A8","1A8","-119.3528","40.5781"
"05U","05U","-116.005","39.6042"
"26NV","26NV","-118.8639","39.4583"
"NV30","NV30","-117.8275","39.9667"
"FLX","FLX","-118.7489","39.4992"
"23NY","23NY","-77.34","42.2797"
"23N","23N","-73.0536","40.7583"
"NY60","NY60","-73.5594","44.7625"
"4NY0","4NY0","-73.5461","44.6689"
"24NY","24NY","-77.9589","43.0667"
"8NK4","8NK4","-78.1383","42.9433"
"1NK8","1NK8","-75.8414","42.1917"
"BGM","BGM","-75.9797","42.2086"
"3NY5","3NY5","-75.9572","42.0236"
"NY79","NY79","-78.3403","42.5967"
"8NY7","8NY7","-74.4025","41.5714"
"1NK7","1NK7","-75.2497","43.4667"
"47NY","47NY","-77.35","42.045"
"NY65","NY65","-74.1161","43.1372"
"NY66","NY66","-74.1161","43.1333"
"NY64","NY64","-74.155","43.1028"
"7G0","7G0","-77.9156","43.1811"
"3NK0","3NK0","-77.9025","43.2031"
"9G0","9G0","-78.7167","42.8619"
"BUF","BUF","-78.7322","42.9406"
"D51","D51","-78.6831","43.0667"
"NK09","NK09","-76.8206","42.4056"
"2NY4","2NY4","-78.05","43.0739"
"3C8","3C8","-72.7919","40.915"
"1B8","1B8","-73.3661","43.05"
"NY34","NY34","-77.4275","42.1622"
"03NV","03NV","-115.2978","40.5844"
"04NV","04NV","-115.6647","35.7556"
"3L2","3L2","-115.6272","35.7953"
"1L3","1L3","-114.9094","35.4444"
"SPZ","SPZ","-119.2511","39.4031"
"N59","N59","-119.3383","38.8394"
"NV33","NV33","-119.3961","38.8333"
"2NV2","2NV2","-119.6747","39.8347"
"NV44","NV44","-119.5994","39.7553"
"NV47","NV47","-119.6822","39.8333"
"NV96","NV96","-119.6544","39.8253"
"TPH","TPH","-117.0872","38.0603"
"TNX","TNX","-116.7786","37.7947"
"NV12","NV12","-116.4092","41.5639"
"NV97","NV97","-119.3222","38.6842"
"NV72","NV72","-119.2136","38.515"
"LWL","LWL","-114.9222","41.1172"
"02NV","02NV","-118.5983","41.3033"
"WMC","WMC","-117.8058","40.8967"
"01NV","01NV","-119.0272","38.7639"
"O43","O43","-119.1581","39.0042"
"7NY2","7NY2","-76.0947","43.8433"
"2NY7","2NY7","-77.2114","42.1214"
"8NY3","8NY3","-75.5597","42.2686"
"9G3","9G3","-78.4828","43.0208"
"ALB","ALB","-73.8019","42.7492"
"NK43","NK43","-73.9244","42.7583"
"NK31","NK31","-78.1453","43.2694"
"NY06","NY06","-78.2139","43.2964"
"9G6","9G6","-78.2747","43.1736"
"89NY","89NY","-75.8997","44.3167"
"2NY9","2NY9","-76.7225","42.37"
"4NK8","4NK8","-74.1869","43.0008"
"NY58","NY58","-74.0814","42.9567"
"54NY","54NY","-78.0353","42.355"
"D23","D23","-78.4261","42.5667"
"NY04","NY04","-78.3492","42.5856"
"1C3","1C3","-73.4708","43.2542"
"0NK8","0NK8","-73.6703","41.9208"
"06NY","06NY","-76.4453","42.8428"
"NK74","NK74","-76.6636","42.7444"
"NY59","NY59","-75.4864","43.3872"
"4NK1","4NK1","-76.3114","43.1447"
"GVQ","GVQ","-78.1697","43.0317"
"4NY1","4NY1","-74.3247","41.3278"
"0NK9","0NK9","-75.8269","43.0103"
"1D5","1D5","-75.8456","43.0292"
"NY2","NY2","-76.2928","43.0853"
"30NY","30NY","-77.5581","42.75"
"NY51","NY51","-74.4994","42.87"
"D38","D38","-77.3217","42.9072"
"D43","D43","-77.2428","42.9194"
"2NK1","2NK1","-77.4656","42.2961"
"NY07","NY07","-75.1611","44.5458"
"NY69","NY69","-76.3014","44.12"
"NK01","NK01","-75.605","43.9994"
"28NY","28NY","-79.225","42.3083"
"0NK0","0NK0","-78.7908","42.3339"
"NY76","NY76","-78.8953","42.3156"
"1NY9","1NY9","-76.1881","43.2658"
"19NK","19NK","-76.1528","43.2439"
"0NK1","0NK1","-76.2203","43.3617"
"3NY0","3NY0","-74.4039","42.8272"
"0NK2","0NK2","-74.0161","42.9833"
"5NK0","5NK0","-76.1436","44.0442"
"43NY","43NY","-74.8025","42.7847"
"NK54","NK54","-76.6411","42.1767"
"7NY1","7NY1","-74.2783","42.7633"
"NY05","NY05","-74.3256","42.7814"
"32NK","32NK","-74.3111","42.7533"
"41NY","41NY","-73.385","44.3125"
"NY84","NY84","-73.3786","44.2792"
"5NY3","5NY3","-76.3869","42.4928"
"4NK3","4NK3","-78.9669","42.6725"
"4NK4","4NK4","-76.0258","42.8272"
"FRG","FRG","-73.4133","40.7289"
"74NY","74NY","-77.2914","43.0056"
"0B8","0B8","-72.0317","41.2514"
"NY85","NY85","-75.3139","43.2494"
"8NK3","8NK3","-73.0667","43.5"
"GTB","GTB","-75.7194","44.0556"
"NY87","NY87","-74.2536","42.9625"
"3NY4","3NY4","-74.6267","42.9219"
"NY88","NY88","-74.6914","42.8833"
"11NK","11NK","-74.6117","42.9139"
"NY20","NY20","-74.6789","42.9583"
"NY71","NY71","-74.73","42.9756"
"44NY","44NY","-74.6525","42.9342"
"1I5","1I5","-74.0661","42.3642"
"FZY","FZY","-76.3881","43.3508"
"N25","N25","-74.1994","42.6972"
"NY37","NY37","-74.0911","43.0092"
"NK17","NK17","-73.5817","43.2094"
"K30","K30","-73.6331","43.1833"
"5NY5","5NY5","-74.1497","41.6667"
"NK87","NK87","-78.5997","43.0667"
"NK19","NK19","-78.6614","43.0611"
"1H1","1H1","-76.1789","43.205"
"28NK","28NK","-76.0764","44.1869"
"1NY7","1NY7","-74.0617","41.7083"
"3NY9","3NY9","-78.6731","42.6644"
"NK82","NK82","-76.015","43.3158"
"NK04","NK04","-75.9997","43.25"
"K23","K23","-74.8911","42.6292"
"3NK8","3NK8","-73.6119","42.1406"
"7N1","7N1","-77.1206","42.1797"
"6NY1","6NY1","-77.0894","42.1128"
"N03","N03","-76.215","42.5928"
"NY73","NY73","-75.5992","42.3181"
"NY74","NY74","-73.8731","42.3236"
"36NY","36NY","-78.2117","42.2358"
"NK05","NK05","-76.5161","42.3547"
"DSV","DSV","-77.7131","42.5708"
"NY02","NY02","-74.7803","42.4872"
"1.00E+08","1.00E+08","-75.0664","44.3875"
"4NY4","4NY4","-73.7719","42.5594"
"1F6","1F6","-74.7497","43.1167"
"NY78","NY78","-75.0206","42.0583"
"4B1","4B1","-74.1328","42.7583"
"8NY5","8NY5","-74.1481","42.8203"
"3NY6","3NY6","-74.1786","42.8411"
"38NY","38NY","-76.9581","42.5486"
"DKK","DKK","-79.2719","42.4933"
"NY81","NY81","-74.0647","42.6111"
"HTO","HTO","-72.2519","40.9594"
"42NY","42NY","-76.0561","42.6689"
"49N","49N","-72.7508","40.8247"
"1N2","1N2","-72.7486","40.8278"
"NY16","NY16","-77.1819","43.0983"
"NY82","NY82","-73.6161","42.5806"
"1F2","1F2","-74.1147","43.225"
"NY19","NY19","-76.4619","43.0439"
"N89","N89","-74.3775","41.7278"
"NK47","NK47","-76.8331","42.0417"
"ELM","ELM","-76.8917","42.16"
"CZG","CZG","-76.0964","42.0786"
"3NY7","3NY7","-74.5167","42.9833"
"1H4","1H4","-74.0161","42.4167"
"NY63","NY63","-73.4783","43.0533"
"4NK2","4NK2","-73.4197","43.1453"
"0NK3","0NK3","-77.7922","42.6958"
"4G2","4G2","-78.9147","42.7008"
"9G5","9G5","-78.5578","43.1819"
"D52","D52","-77.8425","42.7986"
"NK76","NK76","-77.0517","42.8825"
"NK06","NK06","-73.8553","42.0961"
"NY1","NY1","-73.6369","42.35"
"7NY8","7NY8","-73.6297","43.1922"
"GFL","GFL","-73.6103","43.3411"
"NY38","NY38","-77.1247","42.8531"
"92G","92G","-77.2039","42.8125"
"NK07","NK07","-74.41","41.3278"
"5NY7","5NY7","-74.41","41.3278"
"NK16","NK16","-75.4025","44.3681"
"D59","D59","-78.9506","42.5039"
"B01","B01","-73.2681","43.4228"
"N56","N56","-78.6472","42.205"
"4N7","4N7","-75.7872","42.3042"
"PTD","PTD","-74.9483","44.6767"
"POU","POU","-73.8842","41.6267"
"1NY5","1NY5","-73.7428","41.6389"
"1NY2","1NY2","-76.1628","43.6167"
"N65","N65","-74.1639","42.7294"
"NK83","NK83","-74.2236","42.71"
"D85","D85","-79.0164","42.1542"
"63NY","63NY","-78.9653","43.2611"
"19NY","19NY","-77.9608","42.4061"
"17NK","17NK","-76.9658","42.4625"
"NY42","NY42","-76.69","43.22"
"46N","46N","-73.8358","41.9844"
"NY57","NY57","-75.1847","43.36"
"NY86","NY86","-74.1147","42.5125"
"NY94","NY94","-73.8628","41.9714"
"NY68","NY68","-74.9456","42.8611"
"1NY3","1NY3","-76.0331","43.5667"
"03NY","03NY","-72.7167","40.9583"
"ROC","ROC","-77.6725","43.1189"
"K16","K16","-75.6044","43.2508"
"RME","RME","-75.4069","43.2339"
"5NY4","5NY4","-75.4308","43.1575"
"NY03","NY03","-74.9803","41.875"
"W57","W57","-73.7703","42.9292"
"1NK0","1NK0","-74.5483","42.2972"
"84NY","84NY","-77.6125","42.9861"
"1NY4","1NY4","-73.9111","44.6175"
"SLK","SLK","-74.2061","44.3853"
"5B2","5B2","-73.8617","43.0508"
"NY00","NY00","-78.5561","42.5667"
"85NY","85NY","-78.52","42.5783"
"15NK","15NK","-78.5567","42.5764"
"VGC","VGC","-75.5611","42.8433"
"25NK","25NK","-77.1322","42.4361"
"NK68","NK68","-75.3011","42.05"
"50NY","50NY","-77.5733","42.8144"
"NY26","NY26","-74.8997","42.9833"
"NK08","NK08","-74.13","41.8317"
"34NY","34NY","-77.8272","43.29"
"D67","D67","-77.3825","42.9161"
"NY40","NY40","-78.5956","42.6106"
"51NY","51NY","-78.0397","43.1794"
"52NY","52NY","-77.6442","42.9306"
"D70","D70","-77.5997","42.9472"
"53NY","53NY","-77.6158","42.9583"
"4G6","4G6","-77.6822","42.3822"
"6NY2","6NY2","-76.8469","42.2319"
"1B1","1B1","-73.7103","42.2914"
"04NY","04NY","-73.6961","42.2622"
"97NY","97NY","-74.2378","42.2342"
"6NY3","6NY3","-76.7297","42.6439"
"ISP","ISP","-73.1003","40.7953"
"NY55","NY55","-76.5969","42.4472"
"ITH","ITH","-76.4589","42.4914"
"NK72","NK72","-76.5325","42.3761"
"NY18","NY18","-76.6169","42.4486"
"JHW","JHW","-79.2581","42.1533"
"NY89","NY89","-79.3914","42.08"
"3NK4","3NK4","-79.1942","42.0278"
"55NY","55NY","-79.3122","42.0819"
"7NY6","7NY6","-73.5078","42.8936"
"NY0","NY0","-74.3294","42.9983"
"NY28","NY28","-76.4081","43.0708"
"1I1","1I1","-73.7911","44.2208"
"56NY","56NY","-78.0497","43.3253"
"9NY4","9NY4","-79.0819","42.1008"
"6NY7","6NY7","-74.3331","41.8653"
"14NK","14NK","-73.4789","43.34"
"20N","20N","-73.9642","41.9853"
"5N5","5N5","-75.7603","42.0003"
"NY01","NY01","-78.315","43.2208"
"6NY4","6NY4","-74.155","42.7003"
"7NY0","7NY0","-75.0164","41.6833"
"LKP","LKP","-73.9619","44.2644"
"NY15","NY15","-77.7144","42.8264"
"BQR","BQR","-78.6122","42.9222"
"5G0","5G0","-77.9375","42.9814"
"N00","N00","-74.3942","42.2722"
"1A1","1A1","-73.7508","42.1486"
"61NY","61NY","-78.7822","43.1686"
"59NY","59NY","-78.69","43.2306"
"NK25","NK25","-78.8083","43.2158"
"0G0","0G0","-78.7033","43.1031"
"NY13","NY13","-76.9906","43.0917"
"4NK5","4NK5","-77.3678","43.1011"
"NY11","NY11","-77.3081","43.0353"
"23NK","23NK","-77.3125","43.1125"
"MAL","MAL","-74.3289","44.8536"
"NY72","NY72","-75.9386","43.0722"
"NK71","NK71","-76.3497","43.0111"
"4NK6","4NK6","-77.1775","43.1611"
"73NY","73NY","-75.31","42.2658"
"MSS","MSS","-74.8456","44.9358"
"21N","21N","-72.5189","40.9875"
"65NY","65NY","-79.4439","42.2839"
"D79","D79","-79.4817","42.2681"
"K27","K27","-73.6683","42.8931"
"7NY4","7NY4","-76.715","42.425"
"66NY","66NY","-78.3539","43.2028"
"5NY1","5NY1","-74.9064","42.3997"
"NY96","NY96","-76.1939","43.4267"
"7NK0","7NK0","-74.3872","42.6475"
"4N2","4N2","-77.2756","42.7094"
"08NY","08NY","-74.5056","41.3681"
"06N","06N","-74.3917","41.4319"
"44N","44N","-73.7381","41.7075"
"2NK9","2NK9","-74.0772","41.6572"
"NY23","NY23","-74.9667","42.9875"
"MTP","MTP","-71.9208","41.0764"
"MGJ","MGJ","-74.2647","41.51"
"MSV","MSV","-74.795","41.7017"
"NK24","NK24","-76.8789","42.3472"
"NY92","NY92","-76.4858","42.7358"
"21NK","21NK","-75.1911","42.5528"
"NY97","NY97","-73.5661","44.6667"
"68NY","68NY","-77.7839","42.75"
"NY70","NY70","-77.9203","42.6489"
"7NK1","7NK1","-75.7536","42.9431"
"NY10","NY10","-75.4308","43.8425"
"NY35","NY35","-74.1164","41.75"
"JFK","JFK","-73.7789","40.6397"
"LGA","LGA","-73.8725","40.7772"
"5NK1","5NK1","-77.0539","43.1111"
"NY09","NY09","-74.0161","41.5611"
"SWF","SWF","-74.1047","41.5042"
"85N","85N","-78.7678","43.2667"
"NY49","NY49","-78.9864","42.9928"
"IAG","IAG","-78.9461","43.1072"
"NY24","NY24","-78.97","43.1278"
"6NK4","6NK4","-78.9689","42.5978"
"0NY0","0NY0","-73.9828","43.7"
"0NY1","0NY1","-73.6531","43.1392"
"OIC","OIC","-75.5242","42.5667"
"OGS","OGS","-75.4656","44.6819"
"0NY3","0NY3","-74.9322","43.3139"
